DATA SOURCE ID,Focal point email,Focal point phone number,Focal point position,Health facility type,Other facility type,Affilation,Functionality,Primary Health Care Centre,Speciality,Hospital type,Teaching hospital,In-patient Capacity,Maximum Capacity,Isolation rooms wards,Number of isolation rooms,Warehousing,Cold chain,General medical services,Specialized medical beyond primary level,Other Services,Blood Services,Total number of Human Resource,General Practitioner,Specialist,Residents Doctor,Nurse,Dentist,Nursing Aid,Midwife,Other medical health workers,Other Profiles,Feedback,Other Affiliation,Professional Training Facilities,Ambulance Type A,Ambulance Type B,Ambulance Type C,Residential long term care facilities
1341110,nmateos.oax@cruzrojamexicana.org.mx,9512119200,Referente Estatal de PMER,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,Yes,[List],,,,,2,,
1341175,ngonzalez.mich@cruzrojamexicana.org.mx,4432799546,Referente PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,2,,,,,,,,Yes,[List],,,,,5,,
1341317,ngonzalez.mich@cruzrojamexicana.org.mx,4432799546,Referente PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,62,,,,,,,,Yes,[List],,,,,6,,
1341712,ngonzalez.mich@cruzrojamexicana.org.mx,4432799546,Referente PMER+A,Ambulance Station,,Private Facility,Fully Functional,,,,,,,,,,,,,,,3,,,,,,,,Yes,[List],,,,,3,,
1341722,ngonzalez.mich@cruzrojamexicana.org.mx,4432799546,Referente PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,7,,,,,,,,Yes,[List],,,,,3,,
1341725,ngonzalez.mich@cruzrojamexicana.org.mx,4432799546,Referente PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,11,,,,,,,,Yes,[List],,,,,1,,
1341726,zolague.nay@cruzrojamexicana.org.mx,3111395686,Referente PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,Yes,[List],,,,,3,,
1341736,ngonzalez.mich@cruzrojamexicana.org.mx,4432799546,Referente PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,22,,,,,,,,Yes,[List],,,,,1,,
1343080,lolvera.qro@cruzrojamexicana.org.mx,4423380475,Referente PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,No,,,,,,,,,,,,,Yes,[List],,,paramedics_emt,,,,
1343287,lolvera.qro@cruzrojamexicana.org.mx,4423380475,Referente PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,No,,,,,,,,,,,,,Yes,[List],,,paramedics_emt,,,,
1343293,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,9,,,,,,,,Yes,[List],,,,,2,,
1343294,lolvera.qro@cruzrojamexicana.org.mx,4423380475,Referente PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,Yes,[List],,,,,3,,
1343309,lolvera.qro@cruzrojamexicana.org.mx,4423380475,Referente PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,Yes,[List],,,,,7,,
1343305,lolvera.qro@cruzrojamexicana.org.mx,4423380475,Referente PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,Yes,[List],,,,,2,,
1343311,lolvera.qro@cruzrojamexicana.org.mx,4423380475,Referente PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,Yes,[List],,,,,2,,
1343315,lolvera.qro@cruzrojamexicana.org.mx,4423380475,REFERENTE PMERÁ,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,Yes,[List],,,,,2,,
1343352,lolvera.qro@cruzrojamexicana.org.mx,4423380475,Referente PMER+A,Ambulance Station,,Governmental Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,Yes,[List],,,,,2,,
1343367,zolague.nay@cruzrojamexicana.org.mx,3111395686,Referente PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,9,0,0,0,2,0,0,0,Yes,[List],,,,,2,,
1343438,lolvera.qro@cruzrojamexicana.org.mx,4423380475,Referente PMER+A,Ambulance Station,,Governmental Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,Yes,[List],,,,,2,,
1345102,nmateos.oax@cruzrojamexicana.org.mx,9512119200,Referente Estatal de PMER,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,25,0,0,0,0,0,0,0,Yes,[List],,,,,5,,
1345107,nmateos.oax@cruzrojamexicana.org.mx,9512119200,Referente Estatal de PMER,Training Facilities,,Red Cross Red Crescent Facility,Partially Functional,,,,,,,,,Yes,No,,,,,2,0,0,0,0,0,0,0,Yes,[List],,,paramedics_emt,,,,
1345169,zolague.nay@cruzrojamexicana.org.mx,3111395686,Referente PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,11,0,0,0,2,0,0,0,Yes,[List],,,,,1,,
1345204,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,18,0,0,0,0,0,0,0,Yes,[List],,,,,3,,
1345214,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,Yes,[List],,,,,1,,
1345220,nmateos.oax@cruzrojamexicana.org.mx,9512119200,Referente Estatal de PMER,Ambulance Station,,Red Cross Red Crescent Facility,Partially Functional,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Yes,[List],,,,,3,,
1345229,nmateos.oax@cruzrojamexicana.org.mx,9512119200,Referente Estatal de PMER,Training Facilities,,Red Cross Red Crescent Facility,Partially Functional,,,,,,,,,Yes,No,,,,,2,0,0,0,0,0,0,0,Yes,[List],,,paramedics_emt,,,,
1345234,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Pharmacies,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,6,0,0,0,0,0,0,0,Yes,[List],,,,,,,
1345240,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,70,0,0,0,0,0,0,0,Yes,[List],,,,,10,,
1345256,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,Yes,[List],,,,,1,,
1345283,nmateos.oax@cruzrojamexicana.org.mx,9512119200,Referente Estatal de PMER,Training Facilities,,Other,Fully Functional,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Yes,[List],,Instalaciones de Cruz Roja Mexicana pero se renta oficinas.,,,,,
1345296,nmateos.oax@cruzrojamexicana.org.mx,9512119200,Referente Estatal de PMER,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,74,0,0,0,0,0,0,0,Yes,[List],,,,,7,,
1345297,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Yes,[List],,,,,11,,
1345299,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,Yes,[List],,,,,1,,
1345301,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,Yes,[List],,,,,1,,
1345362,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,Yes,[List],,,,,1,,
1345623,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,55,0,0,0,0,0,0,0,Yes,[List],,,,,3,,
1345640,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,Yes,[List],,,,,1,,
1345641,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Partially Functional,,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,Yes,[List],,,,,4,,
1345645,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,23,0,0,0,0,0,0,0,Yes,[List],,,,,4,,
1345647,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,Yes,[List],,,,,2,,
1345648,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,20,0,0,0,0,0,0,0,Yes,[List],,,,,1,,
1345650,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,Yes,[List],,,,,1,,
1345651,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,62,0,0,0,0,0,0,0,Yes,[List],,,,,7,,
1345653,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Pharmacies,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,5,0,0,0,0,0,0,0,Yes,[List],,,,,,,
1345657,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,Yes,[List],,,,,3,,
1345658,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,Yes,[List],,,,,1,,
1348036,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,Yes,[List],,,,,1,,
1348033,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,Yes,[List],,,,,4,,
1348053,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,Yes,[List],,,,,4,,
1348041,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,Yes,[List],,,,,2,,
1348054,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,18,0,0,0,0,0,0,0,Yes,[List],,,,,3,,
1348045,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,Yes,[List],,,,,5,,
1348047,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,Yes,[List],,,,,2,,
1348049,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,Yes,[List],,,,,4,,
1348051,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,Yes,[List],,,,,2,,
1348073,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,55,0,0,0,0,0,0,0,Yes,[List],,,,,8,,
1348274,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,104,,,,,,,,Yes,[List],,,,,10,,
1348833,zolague.nay@cruzrojamexicana.org.mx,3111395686,Referente PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,32,0,0,0,4,0,0,0,Yes,[List],,,,,3,,
1352433,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,13,1,,,,,,,Yes,[List],,,,,1,,
1352438,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,20,5,1,,4,,,,Yes,[List],,,,,1,,
1356327,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,15,2,2,,8,,,,Yes,[List],,,,,2,,
1356430,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,12,,,,6,,,,Yes,[List],,,,,2,,
1356718,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,No,,,,,52,4,1,,4,,,1,Yes,[List],,,paramedics_emt,,,,
1357329,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,39,,,,,,,,Yes,[List],,,,,14,,
1357403,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Ambulance Station,,Governmental Facility,Fully Functional,,,,,,,,,,,,,,,19,2,,,6,,,,Yes,[List],,,,,2,,
1359033,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,10,,,,1,,,,Yes,[List],,,,,1,,
1359071,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,Yes,,,,,48,11,4,,13,2,,,Yes,[List],,,paramedics_emt,,,,
1359139,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,48,11,4,,13,2,,,Yes,[List],,,,,2,,
1359454,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,Yes,[List],,,,,3,,
1359657,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,5,1,,,,,,,Yes,[List],,,,,2,,
1359741,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,7,,,,,,,,Yes,[List],,,,,2,,
1359731,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,33,,,,10,,,,Yes,[List],,,,,4,,
1359856,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,13,3,,,,,,,Yes,[List],,,,,1,,
1359865,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,18,,,,,,,,Yes,[List],,,,,3,,
1359869,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Ambulance Station,,Governmental Facility,Fully Functional,,,,,,,,,,,,,,,24,3,,,4,,,,Yes,[List],,,,,3,,
1359947,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,67,,,,,,,,Yes,[List],,,,,2,,
1359949,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,7,1,,,2,,,,Yes,[List],,,,,1,,
1359951,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,15,,2,,4,,,,Yes,[List],,,,,2,,
1362971,jherrera.ver@cruzrojamexicana.org.mx,2299575243,"Veracruz, Ver.",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,1,,,,,,,,Yes,[List],,,,,1,,
1362969,jherrera.ver@cruzrojamexicana.org.mx,2299575243,"Veracruz, Ver.",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,Yes,[List],,,,,1,,
1362982,jherrera.ver@cruzrojamexicana.org.mx,2299575243,"Veracruz, Ver.",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,Yes,[List],,,,,2,,
1362998,jherrera.ver@cruzrojamexicana.org.mx,2299575243,"Veracruz, Ver.",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,1,,,,,,,,Yes,[List],,,,,1,,
1362996,jherrera.ver@cruzrojamexicana.org.mx,2299575243,"Veracruz, Ver.",Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,No,,,,,2,,,,,,,,Yes,[List],,,paramedics_emt,,,,
1364916,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,20,,,,,,,,Yes,[List],,,,,3,,
1365191,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,Yes,[List],,,,,5,,
1366837,kalvarez.hgo@cruzrojamexicana.org.mx,7712952256,Referente PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,5,,,,,,,,Yes,[List],,,paramedics_emt,,,,
1366843,kalvarez.hgo@cruzrojamexicana.org.mx,7712952256,Referente PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,15,,,,6,,4,,Yes,[List],,,nurses,,,,
1366849,kalvarez.hgo@cruzrojamexicana.org.mx,7712952256,Referente PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,7,,,,,,,,Yes,[List],,,paramedics_emt,,,,
1366862,kalvarez.hgo@cruzrojamexicana.org.mx,7712952256,Referente PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,6,,,,,,,,Yes,[List],,,paramedics_emt,,,,
1392429,jescobar@cruzrojamexicana.org.mx,9931340137,Comisionado de Desarrollo de la Sociedad Nacional,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,No,,,,,10,2,0,2,0,0,0,0,Yes,[List],,,paramedics_emt,,,,
1392680,jescobar@cruzrojamexicana.org.mx,9931340137,Comisionado de DSN Tabasco,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,6,0,0,0,0,0,0,0,Yes,[List],,,paramedics_emt,,,,
1427497,lhoyos.tlax@cruzrojamexicana.org.mx,2225646227,Comisionado Estatal del Desarrollo de la Sociedad Nacional en Tlaxcala,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,Yes,[List],,,,,2,,
1427741,lhoyos.tlax@cruzrojamexicana.org.mx,2225646227,COMISIONADO ESTATAL DEL DESARROLLO SOCIEDAD NACIONAL EN TLAXCALA,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,Yes,[List],,,,,2,,
1427915,lhoyos.tlax@cruzrojamexicana.org.mx,2225646227,Comisionado Estatal del Desarrollo de la Sociedad Nacional en Tlaxcala,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,Yes,[List],,,,,3,,
1427916,lhoyos.tlax@cruzrojamexicana.org.mx,2225646227,Comisionado Estatal del Desarrollo de la Sociedad Nacional en Tlaxcala,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,Yes,[List],,,,,2,,
1507097,jrobledo.slp@cruzrojamexicana.org.mx,4448390356,Coordinador Médico,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,94,,,,5,1,,,Yes,[List],,,,,9,,
1537999,jrobledo.slp@cruzrojamexicana.org.mx,4448390356,Coordinador Médico,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,No,,,,,,,,,24,,,,Yes,[List],,,nurses,,,,
1315716,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A / SGD,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,
1320446,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A / SGD,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,7,1,
1323179,jrobles.pue@cruzrojamexicana.org.mx,2222700559,Puebla,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,
1341708,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A / SGD,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,11,2,
1343152,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A / SGD,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,
1343220,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER + A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,6,1,
1312061,ajcabrera.mex@cruzrojamexicana.org.,7225913374,Referente Estatal de PMER+A /SGD,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,No,,,,,3,0,0,0,0,0,0,0,No,,,,paramedics_emt,,,,
1312122,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A / SGD,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,23,0,0,0,0,0,0,0,No,,,,,,4,,
1312343,ajcabrera.mex@cruarojamexicana.org.mx,7225913374,Referente Estatal de PMER+A / SGD,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,No,,,,,,1,,
1312365,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A /SGD,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,16,0,0,0,0,0,0,0,No,,,,,,3,,
1312376,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A / SGD,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,paramedics_emt,,,,
1312403,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+ A /SGD,Ambulance Station,,Red Cross Red Crescent Facility,Partially Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
1312410,ajacabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal PMER+ A / SGD,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
1312846,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A /SGD,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,1,,
1315718,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A / SGD,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,No,,,,,,,,,,,,,No,,,,paramedics_emt,,,,
1315731,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+ A / SGD,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
