NAME_LOC,NAME_EN,TYPE,TYPECODE,SUBTYPE,LEVEL,LEVELCODE,POSTCODE,ADDRESS_LOC,ADDRESS_EN,CITY_LOC,CITY_EN,FOCAL_PERSON_LOC,FOCAL_PERSON_EN,TELEPHONE,EMAIL,WEBSITE,SOURCE_EN,SOURCE_LOC,LATITUDE,LONGITUDE,ISO3,COUNTRY,NATIONAL_SOCIETY,GOLOCALUNITID,NSLOCALUNITID,DATEOFUPDATE,VALIDATED,PUBLICVIEW
"Columbia Red Cross Blood, Platelet and Plasma Donation Center - MD","Columbia Red Cross Blood, Platelet and Plasma Donation Center - MD",Health Care,2,Blood Centre,,,,"10400 Little Patuxent Parkway, Ste 400 ","10400 Little Patuxent Parkway, Ste 400 ","Columbia, MD 21044","Columbia, MD 21044",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,39.2124552,-76.8583966,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Ohio River Valley - Parkersburg,Ohio River Valley - Parkersburg,Administrative,1,,Ward,3,,220 8th Street ,220 8th Street ,"Parkersburg, WV 26101","Parkersburg, WV 26101",,,1-844-216-8286,,,American Red Cross,American Red Cross,39.2677872,-81.5578859,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Parkersburg Red Cross Blood Donation Center,Parkersburg Red Cross Blood Donation Center,Health Care,2,Blood Centre,,,,3210 Dudley Ave ,3210 Dudley Ave ,"Parkersburg, WV 26101","Parkersburg, WV 26101",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,39.2853495,-81.5346581,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
South Central Ohio Chapter,South Central Ohio Chapter,Administrative,1,Chapter,District,2,,181 N. Bridge Street ,181 N. Bridge Street ,"Chillicothe, OH 45601","Chillicothe, OH 45601",,,740-772-2014,,,American Red Cross,American Red Cross,39.338563,-82.9747274,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
 Central Maryland Chapter, Central Maryland Chapter,Administrative,1,Chapter,District,2,,4700 Mount Hope Drive ,4700 Mount Hope Drive ,"Baltimore, MD 21215 ","Baltimore, MD 21215 ",,,410-624-2000 ,,,American Red Cross,American Red Cross,39.347569,-76.70745,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Baltimore Red Cross Blood and Platelet Donation Center - Mt. Hope,Baltimore Red Cross Blood and Platelet Donation Center - Mt. Hope,Health Care,2,Blood Centre,,,,4700 Mt Hope Drive ,4700 Mt Hope Drive ,"Baltimore, MD 21215","Baltimore, MD 21215",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,39.347569,-76.70745,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Baltimore Red Cross Blood and Platelet Donation Center - White Marsh,Baltimore Red Cross Blood and Platelet Donation Center - White Marsh,Health Care,2,Blood Centre,,,,"8114 Sandpiper Circle, Ste 118 ","8114 Sandpiper Circle, Ste 118 ","Baltimore, MD 21236","Baltimore, MD 21236",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,39.3713788,-76.4728781,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Frederick Red Cross Blood and Platelet Donation Center,Frederick Red Cross Blood and Platelet Donation Center,Health Care,2,Blood Centre,,,,"141 Thomas Johnson Drive, Ste 120 ","141 Thomas Johnson Drive, Ste 120 ","Frederick, MD 21702","Frederick, MD 21702",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,39.4438841,-77.4080791,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Timonium Red Cross Blood Donation Center,Timonium Red Cross Blood Donation Center,Health Care,2,Blood Centre,,,,"2405 York Road, Ste 300 ","2405 York Road, Ste 300 ","Lutherville, MD 21093","Lutherville, MD 21093",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,39.4538133,-76.6314789,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
American Red Cross of Northern Nevada,American Red Cross of Northern Nevada,Administrative,1,,Ward,3,,4750 Longley Lane  Suite 101,4750 Longley Lane  Suite 101,"Reno, NV 89502","Reno, NV 89502",,,1-775-856-1000,,,American Red Cross,American Red Cross,39.4857884,-119.7602475,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
"Greater Shenandoah Valley - Hagerstown, MD","Greater Shenandoah Valley - Hagerstown, MD",Administrative,1,,Ward,3,,1131 Conrad Court ,1131 Conrad Court ,"Hagerstown, MD 21740","Hagerstown, MD 21740",,,1-844-216-8286,,,American Red Cross,American Red Cross,39.6329809,-77.6962889,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Allegheny Highlands,Allegheny Highlands,Administrative,1,,Ward,3,,"1299 Pineview Drive, Suite 300 ","1299 Pineview Drive, Suite 300 ","Morgantown, WV 26505","Morgantown, WV 26505",,,1-844-216-8286,,,American Red Cross,American Red Cross,39.6616882,-79.9538076,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Mile High Area,Mile High Area,Administrative,1,,Ward,3,,444 Sherman St. ,444 Sherman St. ,"Denver, CO 80203","Denver, CO 80203",,,1-303-722-7474,,,American Red Cross,American Red Cross,39.723479,-104.984633,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
 Delmarva Chapter, Delmarva Chapter,Administrative,1,Chapter,District,2,,"100 West 10th Street, Suite 401 ","100 West 10th Street, Suite 401 ","Wilmington, DE 19801","Wilmington, DE 19801",,,302-656-6620,,,American Red Cross,American Red Cross,39.7459326,-75.5489901,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Miami Valley Chapter,Miami Valley Chapter,Administrative,1,Chapter,District,2,,370 West 1st Street ,370 West 1st Street ,"Dayton, OH 45402","Dayton, OH 45402",,,937-222-6711,,,American Red Cross,American Red Cross,39.7609114,-84.1993452,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Greater Kansas City and Northwest Missouri - St. Joseph,Greater Kansas City and Northwest Missouri - St. Joseph,Administrative,1,,Ward,3,,401 N 12th St. ,401 N 12th St. ,"St. Joseph, MO 64501","St. Joseph, MO 64501",,,816-232-8439,,,American Red Cross,American Red Cross,39.7692123,-94.8451659,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Greater Indianapolis (Regional Headquarters),Greater Indianapolis (Regional Headquarters),Administrative,1,Regional Headquarters,Provincial,1,,1510 N. Meridian St. ,1510 N. Meridian St. ,"Indianapolis, IN 46202","Indianapolis, IN 46202",,,(888) 684-1441,,,American Red Cross,American Red Cross,39.7870813,-86.1581516,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
South Central Illinois Chapter,South Central Illinois Chapter,Administrative,1,Chapter,District,2,,769 South Durkin Drive ,769 South Durkin Drive ,"Springfield, IL 62704","Springfield, IL 62704",,,(217) 787-7602,,,American Red Cross,American Red Cross,39.7933155,-89.7058613,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Wilmington Delaware Red Cross Blood and Platelet Donation Center ,Wilmington Delaware Red Cross Blood and Platelet Donation Center ,Health Care,2,Blood Centre,,,,5329 Concord Pike ,5329 Concord Pike ,"Wilmington, DE 19803","Wilmington, DE 19803",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,39.8311236,-75.5430228,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Southern New Jersey,Southern New Jersey,Administrative,1,,Ward,3,,5425 Rt. 70 West ,5425 Rt. 70 West ,"Pennsauken, NJ 08109","Pennsauken, NJ 08109",,,856-365-7100,,,American Red Cross,American Red Cross,39.9319284,-75.063168,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
"Pennsauken Blood, Platelet and Plasma Donation Center","Pennsauken Blood, Platelet and Plasma Donation Center",Health Care,2,Blood Centre,,,,5425 West Route 70 ,5425 West Route 70 ,"Pennsauken Township, NJ 08109","Pennsauken Township, NJ 08109",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,39.9319284,-75.063168,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Southeastern Pennsylvania Regional HQ and Philadelphia Chapter,Southeastern Pennsylvania Regional HQ and Philadelphia Chapter,Administrative,1,Chapter,District,2,,2221 Chestnut Street   ,2221 Chestnut Street   ,"Philadelphia, PA 19103","Philadelphia, PA 19103",,,215-299-4000,,,American Red Cross,American Red Cross,39.9528481,-75.1777941,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Delaware Valley Chapter,Delaware Valley Chapter,Administrative,1,Chapter,District,2,,601 Westtown Road Suite 385,601 Westtown Road Suite 385,"West Chester, PA 19382","West Chester, PA 19382",,,610-750-8206,,,American Red Cross,American Red Cross,39.9587105,-75.5819777,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Red Cross House ,Red Cross House ,Administrative,1,,Ward,3,,4000 Powelton Avenue ,4000 Powelton Avenue ,"Philadelphia, PA 19104","Philadelphia, PA 19104",,,215-405-8800,,,American Red Cross,American Red Cross,39.9589793,-75.2022776,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
"Philadelphia Red Cross Blood, Platelet and Plasma Donation Center","Philadelphia Red Cross Blood, Platelet and Plasma Donation Center",Health Care,2,Blood Centre,,,,700 Spring Garden Street ,700 Spring Garden Street ,"Philadelphia, PA 19123","Philadelphia, PA 19123",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,39.9597212,-75.1517093,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
"West Chester Red Cross Blood, Platelet and Plasma Donation Center","West Chester Red Cross Blood, Platelet and Plasma Donation Center",Health Care,2,Blood Centre,,,,523 East Gay Street ,523 East Gay Street ,"West Chester, PA 19380","West Chester, PA 19380",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,39.9643051,-75.5976205,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Greater Columbus Chapter,Greater Columbus Chapter,Administrative,1,Chapter,District,2,,995 E. Broad Street ,995 E. Broad Street ,"Columbus, OH 43205","Columbus, OH 43205",,,614-253-2740,,,American Red Cross,American Red Cross,39.964773,-82.9739753,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Quincy Red Cross Blood and Platelet Donation Center,Quincy Red Cross Blood and Platelet Donation Center,Health Care,2,Blood Centre,,,,3000 N 23rd Street ,3000 N 23rd Street ,"Quincy, IL 62305","Quincy, IL 62305",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,39.967865,-91.3777497,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Columbus Red Cross Blood and Platelet Donation Center - OH,Columbus Red Cross Blood and Platelet Donation Center - OH,Health Care,2,Blood Centre,,,,4327 Equity Drive ,4327 Equity Drive ,"Columbus, OH 43228","Columbus, OH 43228",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,39.9865407,-83.1198282,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
East Central Ohio Chapter,East Central Ohio Chapter,Administrative,1,Chapter,District,2,,143 S. 30th Street ,143 S. 30th Street ,"Newark, OH 43058","Newark, OH 43058",,,740-349-9442,,,American Red Cross,American Red Cross,40.0450038,-82.4422901,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Licking Red Cross Blood Donation Center ,Licking Red Cross Blood Donation Center ,Health Care,2,Blood Centre,,,,1272 West Main Street ,1272 West Main Street ,"Newark, OH 43055","Newark, OH 43055",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,40.0480003,-82.4488292,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Ohio River Valley - Wheeling,Ohio River Valley - Wheeling,Administrative,1,,Ward,3,,193 29th Street ,193 29th Street ,"Wheeling, WV 26003","Wheeling, WV 26003",,,1-844-216-8286,,,American Red Cross,American Red Cross,40.0510472,-80.7167856,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Gahanna Red Cross Blood and Platelet Donation Center - Stone Ridge,Gahanna Red Cross Blood and Platelet Donation Center - Stone Ridge,Health Care,2,Blood Centre,,,,337 Stone Ridge Lane ,337 Stone Ridge Lane ,"Gahanna, OH 43230","Gahanna, OH 43230",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,40.0512621,-82.8668806,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Carriage Place Blood Donation Center,Carriage Place Blood Donation Center,Health Care,2,Blood Centre,,,,4820 Sawmill Road ,4820 Sawmill Road ,"Columbus, OH 43235","Columbus, OH 43235",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,40.0672454,-83.0916068,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
"Philadelphia Red Cross Blood, Platelet and Plasma Donation Center - Northeast","Philadelphia Red Cross Blood, Platelet and Plasma Donation Center - Northeast",Health Care,2,Blood Centre,,,,1401 Rhawn Street ,1401 Rhawn Street ,"Philadelphia, PA 19111","Philadelphia, PA 19111",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,40.0684123,-75.0658614,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Lewis Center Red Cross Blood and Platelet Donation Center,Lewis Center Red Cross Blood and Platelet Donation Center,Health Care,2,Blood Centre,,,,1327 Cameron Avenue ,1327 Cameron Avenue ,"Lewis Center, OH 43035","Lewis Center, OH 43035",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,40.1533386,-82.9995628,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
"Horsham Red Cross Blood, Platelet and Plasma Donation Center","Horsham Red Cross Blood, Platelet and Plasma Donation Center",Health Care,2,Blood Centre,,,,116G Welsh Road ,116G Welsh Road ,"Horsham, PA 19044","Horsham, PA 19044",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,40.1596474,-75.1455187,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Central Pennsylvania Chapter,Central Pennsylvania Chapter,Administrative,1,Chapter,District,2,,1804 North 6th Street  ,1804 North 6th Street  ,"Harrisburg, PA 17102","Harrisburg, PA 17102",,,866-311-3832,,,American Red Cross,American Red Cross,40.2773467,-76.8893457,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Pennsylvania Mountains Chapter,Pennsylvania Mountains Chapter,Administrative,1,Chapter,District,2,,250 Jari Drive ,250 Jari Drive ,"Johnstown, PA 15904","Johnstown, PA 15904",,,814-262-3170,,,American Red Cross,American Red Cross,40.2825415,-78.8288873,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Johnstown Red Cross Blood and Platelet Donation Center,Johnstown Red Cross Blood and Platelet Donation Center,Health Care,2,Blood Centre,,,,250 Jari Drive ,250 Jari Drive ,"Johnstown, PA 15904","Johnstown, PA 15904",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,40.2825415,-78.8288873,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Chestnut Ridge Chapter,Chestnut Ridge Chapter,Administrative,1,Chapter,District,2,,"225 Humphrey Road,  Suite 6, Building 1","225 Humphrey Road,  Suite 6, Building 1","Greensburg, PA 15601","Greensburg, PA 15601",,,724-834-6510 ,,,American Red Cross,American Red Cross,40.2996857,-79.5225941,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Central New Jersey,Central New Jersey,Administrative,1,,Ward,3,,"707 Alexander Road, Suite 101 ","707 Alexander Road, Suite 101 ","Princeton, NJ 08540","Princeton, NJ 08540",,,609-951-8550,,,American Red Cross,American Red Cross,40.3228882,-74.6376403,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
"Central New Jersey Red Cross Blood, Platelet and Plasma Donation Center","Central New Jersey Red Cross Blood, Platelet and Plasma Donation Center",Health Care,2,Blood Centre,,,,"707 Alexander Road, suite #101 ","707 Alexander Road, suite #101 ","Princeton, NJ 08540","Princeton, NJ 08540",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,40.3228882,-74.6376403,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Delaware Red Cross Blood and Platelet Donation Center – OH,Delaware Red Cross Blood and Platelet Donation Center – OH,Health Care,2,Blood Centre,,,,380 Hills-Miller Road ,380 Hills-Miller Road ,"Delaware, OH 43015","Delaware, OH 43015",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,40.3331402,-83.0801348,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
"Lehi Red Cross Blood, Platelet and Plasma Donation Center","Lehi Red Cross Blood, Platelet and Plasma Donation Center",Health Care,2,Blood Centre,,,,"310 North 850 East, Suite B ","310 North 850 East, Suite B ","Lehi, UT 84043","Lehi, UT 84043",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,40.391571,-111.8361368,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Northern Colorado,Northern Colorado,Administrative,1,,Ward,3,,"1808 N. Boise Ave, Suite 110 ","1808 N. Boise Ave, Suite 110 ","Loveland, CO 80538","Loveland, CO 80538",,,1-970-226-5728,,,American Red Cross,American Red Cross,40.4113205,-105.0533454,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Central Chapter,Central Chapter,Administrative,1,Chapter,District,2,,2750 N 9th St.  Ste. G,2750 N 9th St.  Ste. G,"Lafayette, IN 47904","Lafayette, IN 47904",,,(765) 742-6975,,,American Red Cross,American Red Cross,40.4553392,-86.8771995,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Regional Headquarters,Regional Headquarters,Administrative,1,Regional Headquarters,Provincial,1,,2801 Liberty Avenue ,2801 Liberty Avenue ,"Pittsburgh, PA 15222","Pittsburgh, PA 15222",,,412-263-3100,,,American Red Cross,American Red Cross,40.4568043,-79.9746531,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
"Altoona Red Cross Blood, Platelet and Plasma Donation Center","Altoona Red Cross Blood, Platelet and Plasma Donation Center",Health Care,2,Blood Centre,,,,415 Orchard Ave  ,415 Orchard Ave  ,"Altoona, PA 16601","Altoona, PA 16601",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,40.4677571,-78.4041741,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Bloomington Red Cross Blood and Platelet Donation Center,Bloomington Red Cross Blood and Platelet Donation Center,Health Care,2,Blood Centre,,,,1 Westport Ct. ,1 Westport Ct. ,"Bloomington, IL 61704","Bloomington, IL 61704",,,1-800-RED-CROSS,,,American Red Cross,American Red Cross,40.4891999,-88.9416962,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Pennsylvania Rivers Chapter,Pennsylvania Rivers Chapter,Administrative,1,Chapter,District,2,,3939 Broadway ,3939 Broadway ,"Allentown, PA 18104","Allentown, PA 18104",,,610-865-4400,,,American Red Cross,American Red Cross,40.5837357,-75.5399069,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
"Salt Lake Red Cross Blood, Platelet and Plasma Donation Center","Salt Lake Red Cross Blood, Platelet and Plasma Donation Center",Health Care,2,Blood Centre,,,,6616 South 900 East ,6616 South 900 East ,"Murray, UT 84121","Murray, UT 84121",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,40.631208,-111.8671725,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Central Illinois Chapter,Central Illinois Chapter,Administrative,1,Chapter,District,2,,311 West John Gwynn Jr. Ave. ,311 West John Gwynn Jr. Ave. ,"Peoria, IL 61605","Peoria, IL 61605",,,(309) 677-7272,,,American Red Cross,American Red Cross,40.6916318,-89.5975841,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Peoria Red Cross Blood and Platelet Donation Center,Peoria Red Cross Blood and Platelet Donation Center,Health Care,2,Blood Centre,,,,405 West John H Gwynn Jr Avenue ,405 West John H Gwynn Jr Avenue ,"Peoria, IL 61605","Peoria, IL 61605",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,40.6916369,-89.5993278,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Long Island,Long Island,Administrative,1,,Ward,3,,195 Willis Avenue ,195 Willis Avenue ,"Mineola, NY 11501","Mineola, NY 11501",,,(516) 747-3500,,,American Red Cross,American Red Cross,40.7457895,-73.6393968,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Greater New York,Greater New York,Administrative,1,,Ward,3,,520 W 49th Street ,520 W 49th Street ,"New York, NY 10019","New York, NY 10019",,,(877) 733-2767,,,American Red Cross,American Red Cross,40.7644176,-73.9937463,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
"Heartland, Stark and Muskingum Lakes","Heartland, Stark and Muskingum Lakes",Administrative,1,,Ward,3,,"408 9th Street, SW ","408 9th Street, SW ","Canton, OH 44707","Canton, OH 44707",,,330-453-0146,,,American Red Cross,American Red Cross,40.791384,-81.3803357,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Southeast Nebraska,Southeast Nebraska,Administrative,1,,Ward,3,,"4600 Valley Road, Suite 300 ","4600 Valley Road, Suite 300 ","Lincoln, NE 68510","Lincoln, NE 68510",,,402-441-7997,,,American Red Cross,American Red Cross,40.8037055,-96.6554395,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Mid Central Pennsylvania Chapter,Mid Central Pennsylvania Chapter,Administrative,1,Chapter,District,2,,"328 Innovation Blvd., Suite 212 ","328 Innovation Blvd., Suite 212 ","State College, PA 16803","State College, PA 16803",,,814-861-3512,,,American Red Cross,American Red Cross,40.8287252,-77.8473374,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Northern New Jersey,Northern New Jersey,Administrative,1,,Ward,3,,209 Fairfield Road  ,209 Fairfield Road  ,"Fairfield, NJ 07004","Fairfield, NJ 07004",,,973-797-3300,,,American Red Cross,American Red Cross,40.8784025,-74.2935258,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Fairfield Red Cross Blood Donation Center,Fairfield Red Cross Blood Donation Center,Health Care,2,Blood Centre,,,,"209 Fairfield Road,  3rd Floor ","209 Fairfield Road,  3rd Floor ","Fairfield, NJ 07004","Fairfield, NJ 07004",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,40.8784025,-74.2935258,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Central and Western Nebraska,Central and Western Nebraska,Administrative,1,,Ward,3,,404 E. 3rd Street ,404 E. 3rd Street ,"Grand Island, NE 68801","Grand Island, NE 68801",,,308-382-3790,,,American Red Cross,American Red Cross,40.9276472,-98.3364375,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Grand Island Red Cross Blood and Platelet Donation Center,Grand Island Red Cross Blood and Platelet Donation Center,Health Care,2,Blood Centre,,,,404 East 3rd St. ,404 East 3rd St. ,"Grand Island, NE 68801","Grand Island, NE 68801",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,40.9276472,-98.3364375,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Metro New York North,Metro New York North,Administrative,1,,Ward,3,,99 Indian Field Road ,99 Indian Field Road ,"Greenwich, CT 06830","Greenwich, CT 06830",,,(203) 869-8444,,,American Red Cross,American Red Cross,41.0277458,-73.6052101,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Fort Wayne Red Cross Blood and Platelet Donation Center - Lutheran Hospital,Fort Wayne Red Cross Blood and Platelet Donation Center - Lutheran Hospital,Health Care,2,Blood Centre,,,,"7900 W. Jefferson, Suite 107 ","7900 W. Jefferson, Suite 107 ","Fort Wayne, IN 46804","Fort Wayne, IN 46804",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,41.0383856,-85.2491362,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
North Central Ohio,North Central Ohio,Administrative,1,,Ward,3,,125 Fair Street ,125 Fair Street ,"Findlay, OH 45840","Findlay, OH 45840",,,419-422-9322,,,American Red Cross,American Red Cross,41.0446037,-83.651509,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
"Layton Red Cross Blood, Platelet and Plasma Donation Center","Layton Red Cross Blood, Platelet and Plasma Donation Center",Health Care,2,Blood Centre,,,,"852 W. Field Road, Suite F ","852 W. Field Road, Suite F ","Layton, UT 84041","Layton, UT 84041",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,41.0602216,-111.9710529,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Darien Office,Darien Office,Administrative,1,Office,Ward,3,,39 Leroy Avenue ,39 Leroy Avenue ,"Darien, CT 06820","Darien, CT 06820",,,(877) 287-3327,,,American Red Cross,American Red Cross,41.0747949,-73.4745819,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Greater Akron and the Mahoning Valley,Greater Akron and the Mahoning Valley,Administrative,1,,Ward,3,,501 West Market St. ,501 West Market St. ,"Akron, OH 44303","Akron, OH 44303",,,330-535-6131,,,American Red Cross,American Red Cross,41.0930028,-81.5331324,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
"Akron Red Cross Blood, Platelet and Plasma Donation Center - Summit","Akron Red Cross Blood, Platelet and Plasma Donation Center - Summit",Health Care,2,Blood Centre,,,,501 West Market St ,501 West Market St ,"Akron, OH 44303","Akron, OH 44303",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,41.0930028,-81.5331324,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Northeast Chapter,Northeast Chapter,Administrative,1,Chapter,District,2,,1212 E. California Road ,1212 E. California Road ,"Fort Wayne, IN 46825","Fort Wayne, IN 46825",,,(260) 484-9336,,,American Red Cross,American Red Cross,41.1177875,-85.1234622,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Fort Wayne Red Cross Blood and Platelet Donation Center,Fort Wayne Red Cross Blood and Platelet Donation Center,Health Care,2,Blood Centre,,,,1212 E California Rd ,1212 E California Rd ,"Fort Wayne, IN 46825","Fort Wayne, IN 46825",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,41.1177875,-85.1234622,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Red Cross Service Center at Offutt Air Force Base ,Red Cross Service Center at Offutt Air Force Base ,Administrative,1,,Ward,3,,301 Lincoln Hwy Building 53 ,301 Lincoln Hwy Building 53 ,"Offutt AFB, NE 68113","Offutt AFB, NE 68113",,,402-294-5032,,,American Red Cross,American Red Cross,41.1227313,-95.9247084,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
North Platte Red Cross Blood and Platelet Donation Center,North Platte Red Cross Blood and Platelet Donation Center,Health Care,2,Blood Centre,,,,1111 S. Cottonwood ,1111 S. Cottonwood ,"North Platte, NE 69101","North Platte, NE 69101",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,41.1248944,-100.7572199,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Bridgeport Office,Bridgeport Office,Administrative,1,Office,Ward,3,,158 Brooklawn Avenue ,158 Brooklawn Avenue ,"Bridgeport, CT 06604","Bridgeport, CT 06604",,,(877) 287-3327,,,American Red Cross,American Red Cross,41.1811385,-73.2159194,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Ashley Red Cross Blood and Platelet Donation Center - Wilkes-Barre,Ashley Red Cross Blood and Platelet Donation Center - Wilkes-Barre,Health Care,2,Blood Centre,,,,29 New Commerce Blvd ,29 New Commerce Blvd ,"Ashley, PA 18706","Ashley, PA 18706",,,1-800-RED CROSS,,,American Red Cross,American Red Cross,41.2118991,-75.9331689,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
Milford Office,Milford Office,Administrative,1,Office,Ward,3,,1 Plymouth Place ,1 Plymouth Place ,"Milford, CT 06460","Milford, CT 06460",,,(877) 287-3327,,,American Red Cross,American Red Cross,41.2266517,-73.0564878,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
"Omaha/Council Bluffs Metro, Region Office","Omaha/Council Bluffs Metro, Region Office",Administrative,1,Office,Ward,3,,2912 S 80th Ave ,2912 S 80th Ave ,"Omaha, NE 68124","Omaha, NE 68124",,,402-343-7700,,,American Red Cross,American Red Cross,41.2323313,-96.0393848,USA,United States,American Red Cross,,,29-Aug-23,Yes,Yes
